user_id,game,,,,
1435844,wot,,,,
118381265,wotb,,,,
445041,wot,,,,
118411779,wotb,,,,
1992561,wot,,,,
1140077,wot,,,,
387740,wot,,,,
118382750,wotb,,,,
187791,wot,,,,
118391605,wotb,,,,
122105,wows,,,,
118383643,wotb,,,,
28269,wows,,,,
45919,wows,,,,
59460138,wot_wowp,,,,
2086581,wot,,,,
2080226,wot,,,,
118392675,wotb,,,,
118411382,wotb,,,,
118384198,wotb,,,,
118390475,wotb,,,,
813919,wot,,,,
118397414,wotb,,,,
1034872,wot,,,,
118378276,wotb,,,,
25919412,wot_wowp,,,,
118373824,wotb,,,,
118401887,wotb,,,,
67870636,wot_wowp,,,,
118397596,wotb,,,,
118375664,wotb,,,,
24229316,wot_wowp,,,,
118388167,wotb,,,,
43301,wows,,,,
62460,wows,,,,
12262109,wot_wowp,,,,
38378,wows,,,,
24791,wows,,,,
728189,wot,,,,
19794,wows,,,,
42378168,wot_wowp,,,,
1918416,wot,,,,
1049004,wot,,,,
118397152,wotb,,,,
118377831,wotb,,,,
118401922,wotb,,,,
118412371,wotb,,,,
1438808,wot,,,,
118366323,wotb,,,,
118407178,wotb,,,,
118366046,wotb,,,,
118391027,wotb,,,,
76098591,wot_wowp,,,,
118398706,wotb,,,,
1271854,wot,,,,
1938735,wot,,,,
5535,wows,,,,
47571,wows,,,,
118411001,wotb,,,,
118408725,wotb,,,,
22341409,wot_wowp,,,,
1262165,wot,,,,
15916,wows,,,,
342249,wot,,,,
259723,wot,,,,
4968306,wot_wowp,,,,
909983,wot,,,,
118390141,wotb,,,,
42096106,wot_wowp,,,,
118371061,wotb,,,,
118381382,wotb,,,,
147533,wows,,,,
82171192,wot_wowp,,,,
13930,wows,,,,
118412314,wotb,,,,
118388463,wotb,,,,
22218,wows,,,,
150728,wows,,,,
118399513,wotb,,,,
118408594,wotb,,,,
32736713,wot_wowp,,,,
118390199,wotb,,,,
118405923,wotb,,,,
728544,wot,,,,
1080863,wot,,,,
31780570,wot_wowp,,,,
11841677,wot_wowp,,,,
157712,wows,,,,
118401160,wotb,,,,
118400962,wotb,,,,
13924,wows,,,,
702894,wot,,,,
118402393,wotb,,,,
118397932,wotb,,,,
33553,wot,,,,
1047782,wot,,,,
118370442,wotb,,,,
118393424,wotb,,,,
766884,wot,,,,
118388095,wotb,,,,
118369904,wotb,,,,
118400184,wotb,,,,
1989943,wot,,,,
579062,wot,,,,
1643091,wot,,,,
118396804,wotb,,,,
1178618,wot,,,,
118400780,wotb,,,,
118402015,wotb,,,,
118365409,wotb,,,,
171051,wows,,,,
5647201,wot_wowp,,,,
118405537,wotb,,,,
1365921,wot,,,,
118408083,wotb,,,,
118394732,wotb,,,,
118365127,wotb,,,,
33852,wows,,,,
73806236,wot_wowp,,,,
113466013,wot_wowp,,,,
24948189,wot_wowp,,,,
118404912,wotb,,,,
118389775,wotb,,,,
118406192,wotb,,,,
6575437,wot_wowp,,,,
118388556,wotb,,,,
118376794,wotb,,,,
118406532,wotb,,,,
118399346,wotb,,,,
17320412,wot_wowp,,,,
118397595,wotb,,,,
118390410,wotb,,,,
118380684,wotb,,,,
158414,wows,,,,
126842,wows,,,,
118385962,wotb,,,,
1706755,wot,,,,
1715605,wot,,,,
83735,wows,,,,
131005,wows,,,,
118383324,wotb,,,,
1693490,wot_wowp,,,,
83361,wows,,,,
118407487,wotb,,,,
118386862,wotb,,,,
19547005,wot_wowp,,,,
132408,wows,,,,
912471,wot,,,,
118395974,wotb,,,,
118380566,wotb,,,,
80692454,wot_wowp,,,,
118401432,wotb,,,,
135749,wows,,,,
118409847,wotb,,,,
785532,wot,,,,
118371957,wotb,,,,
22681,wows,,,,
118403266,wotb,,,,
674214,wot,,,,
7795297,wot_wowp,,,,
118382476,wotb,,,,
24455771,wot_wowp,,,,
279423,wot,,,,
118373816,wotb,,,,
914188,wot,,,,
24317860,wot_wowp,,,,
2001962,wot,,,,
1771273,wot,,,,
23303326,wot_wowp,,,,
86050,wows,,,,
111618,wows,,,,
118385219,wotb,,,,
118382390,wotb,,,,
19475548,wot_wowp,,,,
171437,wows,,,,
885448,wot,,,,
166526,wows,,,,
118365504,wotb,,,,
41663488,wot_wowp,,,,
1161736,wot,,,,
118407318,wotb,,,,
474556,wot,,,,
718920,wot,,,,
305136,wot,,,,
118407752,wotb,,,,
3506,wows,,,,
118390964,wotb,,,,
1935941,wot,,,,
118393643,wotb,,,,
118377353,wotb,,,,
118366544,wotb,,,,
163091,wows,,,,
1342581,wot,,,,
19693064,wot_wowp,,,,
36726238,wot_wowp,,,,
82463,wows,,,,
118389519,wotb,,,,
118397787,wotb,,,,
118375247,wotb,,,,
118388895,wotb,,,,
1029991,wot,,,,
118410650,wotb,,,,
160735,wows,,,,
1294273,wot,,,,
934014,wot,,,,
118367633,wotb,,,,
118379299,wotb,,,,
114812,wot,,,,
118397384,wotb,,,,
118397440,wotb,,,,
834784,wot,,,,
118409243,wotb,,,,
86955220,wot_wowp,,,,
118369613,wotb,,,,
414005,wot,,,,
118399203,wotb,,,,
921035,wot,,,,
118411812,wotb,,,,
149930,wows,,,,
118391629,wotb,,,,
118396055,wotb,,,,
940065,wot_wowp,,,,
1211988,wot,,,,
34138147,wot_wowp,,,,
118386535,wotb,,,,
1599539,wot,,,,
118401710,wotb,,,,
118372679,wotb,,,,
1777046,wot,,,,
118386259,wotb,,,,
72830507,wot_wowp,,,,
13423,wows,,,,
118802,wows,,,,
1445016,wot,,,,
118398244,wotb,,,,
2077044,wot,,,,
118410309,wotb,,,,
118375197,wotb,,,,
118392993,wotb,,,,
120986,wows,,,,
33500908,wot_wowp,,,,
1494896,wot,,,,
73502655,wot_wowp,,,,
118365884,wotb,,,,
7528695,wot_wowp,,,,
118399469,wotb,,,,
111556,wows,,,,
15999841,wot_wowp,,,,
219309,wot,,,,
1081983,wot,,,,
578215,wot,,,,
118413844,wotb,,,,
61170,wows,,,,
2076908,wot,,,,
118047,wows,,,,
1619821,wot,,,,
118370789,wotb,,,,
396379,wot,,,,
118406990,wotb,,,,
118400336,wotb,,,,
1588033,wot,,,,
35040584,wot_wowp,,,,
118384470,wotb,,,,
34626,wows,,,,
118414027,wotb,,,,
143225,wows,,,,
148936,wows,,,,
118402970,wotb,,,,
1989719,wot,,,,
118399862,wotb,,,,
118412940,wotb,,,,
118383197,wotb,,,,
30898703,wot_wowp,,,,
77385745,wot_wowp,,,,
118379360,wotb,,,,
8326812,wot_wowp,,,,
118385870,wotb,,,,
118366263,wotb,,,,
116087,wows,,,,
118370315,wotb,,,,
890853,wot,,,,
58314,wows,,,,
1553299,wot,,,,
118408716,wotb,,,,
25921809,wot_wowp,,,,
118374170,wotb,,,,
118411254,wotb,,,,
42289786,wot_wowp,,,,
118381249,wotb,,,,
100019,wows,,,,
1600718,wot,,,,
988641,wot,,,,
118405629,wotb,,,,
159459,wows,,,,
118410979,wotb,,,,
118372241,wotb,,,,
118368753,wotb,,,,
118389608,wotb,,,,
785481,wot,,,,
44395460,wot_wowp,,,,
118403753,wotb,,,,
17647,wows,,,,
2274140,wot_wowp,,,,
118390458,wotb,,,,
11771223,wot_wowp,,,,
1678469,wot,,,,
15648182,wot_wowp,,,,
29086,wows,,,,
41849873,wot_wowp,,,,
122760,wows,,,,
118376445,wotb,,,,
118408123,wotb,,,,
1220878,wot,,,,
25107889,wot_wowp,,,,
106776,wows,,,,
118386169,wotb,,,,
642756,wot,,,,
1371326,wot,,,,
118388700,wotb,,,,
370498,wot,,,,
12611556,wot_wowp,,,,
118388221,wotb,,,,
118379596,wotb,,,,
118395329,wotb,,,,
118409360,wotb,,,,
202247,wot,,,,
8286642,wot_wowp,,,,
118381507,wotb,,,,
118390486,wotb,,,,
1161032,wot,,,,
12789878,wot_wowp,,,,
7550194,wot_wowp,,,,
2004513,wot,,,,
118402059,wotb,,,,
73580,wows,,,,
118380973,wotb,,,,
109403531,wot_wowp,,,,
118391827,wotb,,,,
118389221,wotb,,,,
353215,wot,,,,
118393814,wotb,,,,
118385190,wotb,,,,
118377331,wotb,,,,
118398519,wotb,,,,
1260490,wot,,,,
118398037,wotb,,,,
118366978,wotb,,,,
7880641,wot_wowp,,,,
118412579,wotb,,,,
118401393,wotb,,,,
118398423,wotb,,,,
2041776,wot,,,,
18361,wows,,,,
140177,wows,,,,
118411358,wotb,,,,
118405386,wotb,,,,
3659656,wot_wowp,,,,
503510,wot,,,,
118370888,wotb,,,,
118373965,wotb,,,,
118409182,wotb,,,,
118413932,wotb,,,,
345955,wot,,,,
146059,wot,,,,
1245954,wot_wowp,,,,
118385761,wotb,,,,
60553586,wot_wowp,,,,
1778832,wot,,,,
118384986,wotb,,,,
118391395,wotb,,,,
110664645,wot_wowp,,,,
7256229,wot_wowp,,,,
111594,wows,,,,
118409266,wotb,,,,
14686715,wot_wowp,,,,
748569,wot,,,,
93171612,wot_wowp,,,,
118394151,wotb,,,,
118394605,wotb,,,,
20550,wows,,,,
390700,wot,,,,
118383832,wotb,,,,
118701,wows,,,,
118394685,wotb,,,,
118406040,wotb,,,,
11530,wows,,,,
1114664,wot,,,,
118383413,wotb,,,,
118410300,wotb,,,,
37496388,wot_wowp,,,,
356356,wot,,,,
118370912,wotb,,,,
118410582,wotb,,,,
163075,wows,,,,
796350,wot,,,,
118408513,wotb,,,,
454602,wot,,,,
27090,wot,,,,
118364060,wotb,,,,
118396142,wotb,,,,
735104,wot,,,,
686631,wot,,,,
118389889,wotb,,,,
118404575,wotb,,,,
118401375,wotb,,,,
3375440,wot_wowp,,,,
118374226,wotb,,,,
34627771,wot_wowp,,,,
118366308,wotb,,,,
1641756,wot,,,,
118365702,wotb,,,,
1246549,wot,,,,
52065,wows,,,,
118400546,wotb,,,,
356030,wot,,,,
159380,wows,,,,
118411042,wotb,,,,
118406399,wotb,,,,
118411655,wotb,,,,
118389184,wotb,,,,
88428,wows,,,,
118389864,wotb,,,,
24955,wows,,,,
61888,wows,,,,
118372043,wotb,,,,
118413254,wotb,,,,
118829,wows,,,,
118385007,wotb,,,,
426417,wot,,,,
43204,wows,,,,
118383734,wotb,,,,
79694,wot,,,,
19329120,wot_wowp,,,,
118375960,wotb,,,,
118375314,wotb,,,,
118401084,wotb,,,,
1270488,wot,,,,
118386514,wotb,,,,
118385256,wotb,,,,
118380293,wotb,,,,
118383692,wotb,,,,
30463,wows,,,,
109759,wot,,,,
19539858,wot_wowp,,,,
118377318,wotb,,,,
118384824,wotb,,,,
1848253,wot,,,,
5035304,wot_wowp,,,,
118405208,wotb,,,,
118369310,wotb,,,,
24202621,wot_wowp,,,,
1093238,wot,,,,
118397936,wotb,,,,
118408306,wotb,,,,
56835,wows,,,,
118389502,wotb,,,,
11908,wows,,,,
41135965,wot_wowp,,,,
255208,wot,,,,
118412130,wotb,,,,
118374264,wotb,,,,
682213,wot,,,,
118382368,wotb,,,,
509672,wot,,,,
18528,wows,,,,
118369108,wotb,,,,
68114668,wot_wowp,,,,
74761,wows,,,,
134222,wot,,,,
118384027,wotb,,,,
118367185,wotb,,,,
118410514,wotb,,,,
118366945,wotb,,,,
663192,wot,,,,
17397675,wot_wowp,,,,
118392396,wotb,,,,
147971,wows,,,,
118396721,wotb,,,,
23705,wows,,,,
111975,wot,,,,
118401697,wotb,,,,
118385690,wotb,,,,
118372547,wotb,,,,
1698669,wot,,,,
158311,wot,,,,
1943842,wot,,,,
118379462,wotb,,,,
29613468,wot_wowp,,,,
48712,wows,,,,
118396406,wotb,,,,
62138733,wot_wowp,,,,
35647145,wot_wowp,,,,
118389319,wotb,,,,
1209629,wot,,,,
25435589,wot_wowp,,,,
157026,wows,,,,
7229,wows,,,,
118379240,wotb,,,,
14041424,wot_wowp,,,,
118394564,wotb,,,,
59812,wows,,,,
1852489,wot,,,,
118373159,wotb,,,,
992795,wot,,,,
75313,wows,,,,
109862,wows,,,,
118401053,wotb,,,,
118356,wows,,,,
1212646,wot,,,,
89497723,wot_wowp,,,,
118391906,wotb,,,,
118394243,wotb,,,,
84044,wows,,,,
118370696,wotb,,,,
6677,wows,,,,
81535794,wot_wowp,,,,
89646926,wot_wowp,,,,
787428,wot,,,,
118404942,wotb,,,,
118369780,wotb,,,,
1441456,wot,,,,
118365913,wotb,,,,
118367007,wotb,,,,
118410788,wotb,,,,
111100,wows,,,,
112202,wows,,,,
1067413,wot,,,,
118383422,wotb,,,,
887340,wot,,,,
118378438,wotb,,,,
1478569,wot,,,,
306036,wot,,,,
118406436,wotb,,,,
115989,wows,,,,
118372205,wotb,,,,
22163855,wot_wowp,,,,
1644925,wot_wowp,,,,
118372237,wotb,,,,
118387735,wotb,,,,
422691,wot_wowp,,,,
1454728,wot,,,,
4228,wows,,,,
81505,wows,,,,
65022150,wot_wowp,,,,
118407731,wotb,,,,
17624635,wot_wowp,,,,
118400274,wotb,,,,
118370805,wotb,,,,
118391735,wotb,,,,
1278229,wot,,,,
324733,wot,,,,
118386258,wotb,,,,
160043,wows,,,,
1944813,wot,,,,
4700,wows,,,,
123792,wot,,,,
53752,wows,,,,
1128154,wot,,,,
14767664,wot_wowp,,,,
5419169,wot_wowp,,,,
118407026,wotb,,,,
20199898,wot_wowp,,,,
591931,wot,,,,
399220,wot,,,,
101039887,wot_wowp,,,,
82634,wows,,,,
80054588,wot_wowp,,,,
137519,wows,,,,
118387339,wotb,,,,
118374739,wotb,,,,
10047,wows,,,,
83047,wows,,,,
118379162,wotb,,,,
1973045,wot,,,,
129048,wows,,,,
57187,wows,,,,
165143,wows,,,,
168818,wows,,,,
440137,wot,,,,
118407395,wotb,,,,
118368187,wotb,,,,
1812616,wot,,,,
54950,wows,,,,
118365401,wotb,,,,
118374355,wotb,,,,
118392208,wotb,,,,
1611226,wot_wowp,,,,
51102,wows,,,,
153017,wows,,,,
118370725,wotb,,,,
118408289,wotb,,,,
118404040,wotb,,,,
636041,wot,,,,
118408782,wotb,,,,
911726,wot,,,,
32990,wows,,,,
118371673,wotb,,,,
37497735,wot_wowp,,,,
80931507,wot_wowp,,,,
118409354,wotb,,,,
12192,wows,,,,
14617622,wot_wowp,,,,
8285747,wot_wowp,,,,
3089,wows,,,,
101883,wows,,,,
14801120,wot_wowp,,,,
26057,wows,,,,
118382018,wotb,,,,
29143,wows,,,,
118392295,wotb,,,,
118401356,wotb,,,,
58608,wows,,,,
118377430,wotb,,,,
1476042,wot,,,,
272621,wot_wowp,,,,
8494281,wot_wowp,,,,
711145,wot,,,,
118384658,wotb,,,,
118386180,wotb,,,,
1386659,wot,,,,
148561,wows,,,,
202598,wot,,,,
167048,wows,,,,
118408887,wotb,,,,
11577,wows,,,,
118370730,wotb,,,,
118408140,wotb,,,,
1505506,wot,,,,
118413880,wotb,,,,
118411312,wotb,,,,
115488,wows,,,,
12476902,wot_wowp,,,,
118379096,wotb,,,,
118392183,wotb,,,,
796909,wot,,,,
118389803,wotb,,,,
118408737,wotb,,,,
89297,wows,,,,
164283,wows,,,,
154726,wows,,,,
118391635,wotb,,,,
96537,wot,,,,
167636,wows,,,,
2025453,wot,,,,
440337,wot,,,,
164091,wows,,,,
48108605,wot_wowp,,,,
118394166,wotb,,,,
118382397,wotb,,,,
1419463,wot,,,,
21180,wows,,,,
1800983,wot,,,,
118399655,wotb,,,,
118373539,wotb,,,,
1529984,wot,,,,
37376696,wot_wowp,,,,
21396844,wot_wowp,,,,
118400853,wotb,,,,
118372216,wotb,,,,
118380535,wotb,,,,
12503095,wot_wowp,,,,
118401959,wotb,,,,
118386265,wotb,,,,
1366841,wot,,,,
118393416,wotb,,,,
118367559,wotb,,,,
1885833,wot,,,,
118369240,wotb,,,,
118382374,wotb,,,,
36717,wows,,,,
118369101,wotb,,,,
118385145,wotb,,,,
30037,wot,,,,
118393486,wotb,,,,
56838,wows,,,,
118400278,wotb,,,,
1450140,wot,,,,
5781799,wot_wowp,,,,
67207,wows,,,,
118386811,wotb,,,,
5094,wows,,,,
2221180,wot_wowp,,,,
1688507,wot_wowp,,,,
118390816,wotb,,,,
118391159,wotb,,,,
1422968,wot,,,,
2415,wows,,,,
118378543,wotb,,,,
961867,wot,,,,
118386124,wotb,,,,
118367061,wotb,,,,
549770,wot,,,,
118398058,wotb,,,,
118379577,wotb,,,,
69122,wows,,,,
118378579,wotb,,,,
63354,wows,,,,
17271428,wot_wowp,,,,
155047,wows,,,,
118397818,wotb,,,,
118376684,wotb,,,,
118388356,wotb,,,,
646762,wot,,,,
154330,wows,,,,
1547457,wot,,,,
1370953,wot,,,,
118410374,wotb,,,,
312329,wot,,,,
118392622,wotb,,,,
118395254,wotb,,,,
1405377,wot,,,,
25520416,wot_wowp,,,,
118393627,wotb,,,,
52303,wows,,,,
118367784,wotb,,,,
32754562,wot_wowp,,,,
702263,wot,,,,
118370260,wotb,,,,
2006546,wot,,,,
25607141,wot_wowp,,,,
118393616,wotb,,,,
118370023,wotb,,,,
43296,wows,,,,
118395020,wotb,,,,
118408273,wotb,,,,
118387247,wotb,,,,
1313098,wot,,,,
5554380,wot_wowp,,,,
118410066,wotb,,,,
118378624,wotb,,,,
1594417,wot,,,,
510648,wot,,,,
118394998,wotb,,,,
118413514,wotb,,,,
24823,wows,,,,
118365231,wotb,,,,
5011,wot,,,,
118397725,wotb,,,,
89611,wows,,,,
118372420,wotb,,,,
118394102,wotb,,,,
118407411,wotb,,,,
829898,wot,,,,
2378,wows,,,,
118388171,wotb,,,,
1326084,wot_wowp,,,,
118364191,wotb,,,,
125299,wot,,,,
431008,wot,,,,
1580091,wot,,,,
1513507,wot,,,,
649110,wot,,,,
118389004,wotb,,,,
118397994,wotb,,,,
101336,wot,,,,
2021367,wot,,,,
315793,wot,,,,
118409390,wotb,,,,
831059,wot,,,,
118377163,wotb,,,,
558597,wot,,,,
62484961,wot_wowp,,,,
118410420,wotb,,,,
23209,wows,,,,
71439,wows,,,,
11045786,wot_wowp,,,,
118375774,wotb,,,,
4682082,wot_wowp,,,,
63314485,wot_wowp,,,,
261922,wot,,,,
636638,wot,,,,
88794,wows,,,,
20619551,wot_wowp,,,,
551759,wot,,,,
1182044,wot,,,,
156682,wows,,,,
118374048,wotb,,,,
1876936,wot,,,,
1984549,wot,,,,
118371545,wotb,,,,
118374341,wotb,,,,
3281026,wot_wowp,,,,
139729,wows,,,,
222177,wot,,,,
118369051,wotb,,,,
118402279,wotb,,,,
40526,wows,,,,
118376172,wotb,,,,
33358,wows,,,,
118399440,wotb,,,,
118395824,wotb,,,,
118397515,wotb,,,,
36996938,wot_wowp,,,,
302668,wot_wowp,,,,
118405441,wotb,,,,
118390302,wotb,,,,
1337374,wot,,,,
831400,wot,,,,
1537743,wot,,,,
92564,wows,,,,
118407626,wotb,,,,
118390423,wotb,,,,
454493,wot,,,,
118383677,wotb,,,,
37527,wows,,,,
118376662,wotb,,,,
1533835,wot,,,,
155522,wows,,,,
39809,wows,,,,
18771938,wot_wowp,,,,
118388849,wotb,,,,
118388228,wotb,,,,
118372939,wotb,,,,
118378221,wotb,,,,
160665,wows,,,,
118410119,wotb,,,,
171262,wot,,,,
89149,wows,,,,
9652,wows,,,,
118396029,wotb,,,,
70030,wows,,,,
78578,wot,,,,
1522275,wot,,,,
1132696,wot_wowp,,,,
10927922,wot_wowp,,,,
31150,wows,,,,
1934359,wot,,,,
118379887,wotb,,,,
15479061,wot_wowp,,,,
972363,wot,,,,
58034,wows,,,,
118367530,wotb,,,,
78638120,wot_wowp,,,,
118386835,wotb,,,,
118388401,wotb,,,,
118379755,wotb,,,,
1026393,wot,,,,
118379629,wotb,,,,
35358,wows,,,,
28683569,wot_wowp,,,,
1296726,wot,,,,
118393614,wotb,,,,
1862,wows,,,,
118413119,wotb,,,,
118366137,wotb,,,,
118393802,wotb,,,,
118377441,wotb,,,,
539841,wot,,,,
1604713,wot,,,,
118412281,wotb,,,,
